book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4006,18635622,18635622,24992268,79,345533488,9.78034553349e+12,"George R.R. Martin, Gary Gianni",2013.0,A Knight of the Seven Kingdoms,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",eng,4.19,20009,29445,2769,110,607,4513,12551,11664,https://images.gr-assets.com/books/1423281810m/18635622.jpg,https://images.gr-assets.com/books/1423281810s/18635622.jpg
4007,7747263,7747263,7204808,24,1423121287,9.78142312128e+12,Melissa de la Cruz,2010.0,Misguided Angel,"Misguided Angel (Blue Bloods, #5)",en-US,3.93,33454,34938,1214,654,2382,8415,10762,12725,https://images.gr-assets.com/books/1322343431m/7747263.jpg,https://images.gr-assets.com/books/1322343431s/7747263.jpg
4008,16109563,16109563,21882391,15,,2.94004498098e+12,Madeline Sheehan,2012.0,Undeniable,"Undeniable (Undeniable, #1)",eng,4.08,38501,44425,4428,1760,2327,6763,13460,20115,https://images.gr-assets.com/books/1356218855m/16109563.jpg,https://images.gr-assets.com/books/1356218855s/16109563.jpg
4009,6613,6613,2548756,57,080213825X,9.78080213826e+12,Candace Bushnell,2000.0,Four Blondes,Four Blondes,,2.8,22278,23272,943,3921,5722,7219,3904,2506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4010,949709,949709,1224619,23,859537277,9.78085953728e+12,Pam Adams,1973.0,There Was an Old Lady Who Swallowed a Fly (Classic Board Books with Holes),There Was An Old Lady Who Swallowed A Fly (Classic Books),,4.2,26360,26636,266,393,1162,4986,6220,13875,https://images.gr-assets.com/books/1413746503m/949709.jpg,https://images.gr-assets.com/books/1413746503s/949709.jpg
4011,28233082,28233082,48263544,27,,,Robert Bryndza,2016.0,The Girl In The Ice,"The Girl In The Ice (Detective Erika Foster, #1)",eng,3.95,33739,37924,2987,930,1867,7747,15080,12300,https://images.gr-assets.com/books/1450369120m/28233082.jpg,https://images.gr-assets.com/books/1450369120s/28233082.jpg
4012,1270615,1270615,1259542,13,1593078226,9.78159307822e+12,"Joss Whedon, Georges Jeanty",2007.0,The Long Way Home,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",en-CA,3.96,26561,27015,997,708,1516,5950,8882,9959,https://images.gr-assets.com/books/1331332425m/1270615.jpg,https://images.gr-assets.com/books/1331332425s/1270615.jpg
4013,7324659,7324659,8914542,34,61718947,9.78006171895e+12,Anthony Bourdain,2010.0,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,en-US,3.73,21973,24355,2102,442,1565,7263,9840,5245,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4014,3562,3562,1223124,137,055323370X,9.7805532337e+12,L.M. Montgomery,1923.0,Emily of New Moon,"Emily of New Moon (Emily, #1)",eng,4.09,33317,34636,1152,449,1371,6963,11736,14117,https://images.gr-assets.com/books/1327883976m/3562.jpg,https://images.gr-assets.com/books/1327883976s/3562.jpg
4015,113205,113205,2470656,175,802150594,9.78080215059e+12,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov",1925.0,Собачье сердце,Heart of a Dog,eng,4.14,20086,25687,1103,192,883,4552,9477,10583,https://images.gr-assets.com/books/1457906509m/113205.jpg,https://images.gr-assets.com/books/1457906509s/113205.jpg
4016,676737,676737,1348308,48,679723110,9.78067972311e+12,John Gardner,1970.0,Grendel,Grendel,en-US,3.69,25787,26813,1550,1165,2544,6756,9262,7086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4017,68528,68528,891875,78,61144835,9.78006114484e+12,Bernard Cornwell,2005.0,The Pale Rider,"The Pale Horseman (The Saxon Stories, #2)",en-US,4.27,21686,27061,1096,76,283,3463,11690,11549,https://images.gr-assets.com/books/1421710510m/68528.jpg,https://images.gr-assets.com/books/1421710510s/68528.jpg
4018,64582,64582,62690,61,140092501,9.78014009251e+12,James Gleick,1987.0,Chaos: Making a New Science,Chaos: Making a New Science,eng,3.98,21703,23320,658,399,1054,5022,9039,7806,https://images.gr-assets.com/books/1327941595m/64582.jpg,https://images.gr-assets.com/books/1327941595s/64582.jpg
4019,16982,16982,265304,41,785100490,9.78078510049e+12,"Kurt Busiek, Alex Ross",1993.0,Marvels,Marvels,eng,4.21,21636,22706,501,285,763,3624,7190,10844,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4020,13722902,13722902,19355962,62,193636574X,9.78193636575e+12,Dave Eggers,2012.0,A Hologram for the King,A Hologram for the King,eng,3.29,20094,22851,2774,759,3416,9129,7439,2108,https://images.gr-assets.com/books/1337179987m/13722902.jpg,https://images.gr-assets.com/books/1337179987s/13722902.jpg
4021,10959277,10959277,15876972,40,1595144919,9.78159514491e+12,"Jay Asher, Carolyn Mackler",2011.0,The Future of Us,The Future of Us,en-US,3.58,32986,36771,5271,936,4160,11870,12327,7478,https://images.gr-assets.com/books/1366214559m/10959277.jpg,https://images.gr-assets.com/books/1366214559s/10959277.jpg
4022,1713912,1713912,6634474,53,316024643,9.78031602465e+12,James Patterson,2008.0,Cross Country,"Cross Country (Alex Cross, #14)",eng,3.83,26068,29311,1708,744,2124,7254,10327,8862,https://images.gr-assets.com/books/1344270626m/1713912.jpg,https://images.gr-assets.com/books/1344270626s/1713912.jpg
4023,6538757,6538757,6730978,14,1849231842,9.78184923185e+12,Kristen Ashley,2008.0,Rock Chick,"Rock Chick (Rock Chick, #1)",en-GB,4.2,41292,44989,3368,977,1773,6301,14306,21632,https://images.gr-assets.com/books/1266750153m/6538757.jpg,https://images.gr-assets.com/books/1266750153s/6538757.jpg
4024,11366397,11366397,16297209,20,1442445807,9.7814424458e+12,Suzanne Young,2013.0,The Program,"The Program (The Program, #1)",eng,4.07,30517,32905,4437,753,1714,5710,11091,13637,https://images.gr-assets.com/books/1344986164m/11366397.jpg,https://images.gr-assets.com/books/1344986164s/11366397.jpg
4025,84777,84777,1128039,102,446699535,9.78044669953e+12,Michael Connelly,2002.0,City of Bones,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",eng,4.04,25096,29896,1239,94,601,6031,14332,8838,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4026,45244,45244,44507,36,345461665,9.78034546167e+12,Peter F. Hamilton,2005.0,Judas Unchained,Judas Unchained,eng,4.3,20850,24333,901,142,492,2889,9266,11544,https://images.gr-assets.com/books/1316501189m/45244.jpg,https://images.gr-assets.com/books/1316501189s/45244.jpg
4027,7035,7035,5913092,66,1400031362,9.78140003137e+12,Alexander McCall Smith,2001.0,Morality for Beautiful Girls,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",eng,3.97,29574,32422,1507,74,697,8014,14913,8724,https://images.gr-assets.com/books/1379303019m/7035.jpg,https://images.gr-assets.com/books/1379303019s/7035.jpg
4028,4570679,4570679,4620030,15,1416571736,9.78141657174e+12,Jennifer Echols,2009.0,Going Too Far,Going Too Far,en-US,3.93,35071,35666,1673,842,2356,8204,11260,13004,https://images.gr-assets.com/books/1276962788m/4570679.jpg,https://images.gr-assets.com/books/1276962788s/4570679.jpg
4029,16240761,16240761,19110442,53,62120395,9.7800621204e+12,Philipp Meyer,2012.0,The Son,The Son,eng,3.98,19821,24320,3032,550,1278,4659,9423,8410,https://images.gr-assets.com/books/1355349098m/16240761.jpg,https://images.gr-assets.com/books/1355349098s/16240761.jpg
4030,84132,84132,81223,28,312938810,9.78031293882e+12,Sherrilyn Kenyon,2007.0,The Dream Hunter,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",en-US,4.06,34888,36336,867,436,1905,7657,11207,15131,https://images.gr-assets.com/books/1437696622m/84132.jpg,https://images.gr-assets.com/books/1437696622s/84132.jpg
4031,33455,33455,3135654,27,60735449,9.78006073545e+12,"Christopher Moore, Oliver Wyman",1997.0,Island of the Sequined Love Nun,Island of the Sequined Love Nun,en-GB,3.78,25166,26364,1243,333,1661,7793,10233,6344,https://images.gr-assets.com/books/1168444146m/33455.jpg,https://images.gr-assets.com/books/1168444146s/33455.jpg
4032,26114135,26114135,46061078,7,1250074134,9.78125007413e+12,Bryn Greenwood,2016.0,All the Ugly and Wonderful Things,All the Ugly and Wonderful Things,eng,4.12,30089,35184,5837,860,1416,4907,13523,14478,https://images.gr-assets.com/books/1500552983m/26114135.jpg,https://images.gr-assets.com/books/1500552983s/26114135.jpg
4033,16101126,16101126,19144117,24,670785601,9.7806707856e+12,Sarah Dessen,2013.0,The Moon and More,The Moon and More,eng,3.63,29896,31583,3020,971,3100,9970,10172,7370,https://images.gr-assets.com/books/1426912781m/16101126.jpg,https://images.gr-assets.com/books/1426912781s/16101126.jpg
4034,353,353,75443,53,,,Robert A. Heinlein,1973.0,Time Enough for Love,Time Enough for Love,eng,3.96,25603,27482,683,663,1766,5936,8866,10251,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4035,3895,3895,7619,4,609602195,9.7806096022e+12,"Ina Garten, Melanie Acevedo",1999.0,The Barefoot Contessa Cookbook,The Barefoot Contessa Cookbook,en-GB,4.21,22497,22566,160,647,743,3098,6811,11267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4036,7800188,7800188,10780344,50,1595143424,9.78159514343e+12,"Kathy Reichs, Brendan Reichs",2010.0,Virals,"Virals (Virals, #1)",en-US,3.94,30226,32237,2630,838,2068,6906,10864,11561,https://images.gr-assets.com/books/1278653923m/7800188.jpg,https://images.gr-assets.com/books/1278653923s/7800188.jpg
4037,12902549,12902549,18056954,27,,,"Laura Schroff, Alex Tresniowski, Valerie Salembier",2010.0,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny","An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",eng,4.0,22781,24873,3581,181,1044,5304,10358,7986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4038,6167746,6167746,19190253,3,312372132,9.78031237213e+12,"P.C. Cast, Kristin Cast",2007.0,,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",eng,4.37,22276,22440,263,467,806,2677,4398,14092,https://images.gr-assets.com/books/1402947128m/6167746.jpg,https://images.gr-assets.com/books/1402947128s/6167746.jpg
4039,6365221,6365221,6552532,22,080508925X,9.78080508926e+12,Rhoda Janzen,2009.0,Mennonite in a Little Black Dress: A Memoir of Going Home,Mennonite in a Little Black Dress: A Memoir of Going Home,en-US,3.17,23096,27991,4191,1769,5123,10687,7474,2938,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4040,830791,830791,816448,72,446607711,9.78044660771e+12,David Baldacci,1998.0,The Simple Truth,The Simple Truth,en-US,4.03,23615,25084,567,172,639,5452,10706,8115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4041,26891429,26891429,17359681,3,034550500X,9.780345505e+12,Justin Cronin,2016.0,The City of Mirrors,"The City of Mirrors (The Passage, #3)",eng,4.2,16352,26873,3555,246,848,3897,10172,11710,https://images.gr-assets.com/books/1447866792m/26891429.jpg,https://images.gr-assets.com/books/1447866792s/26891429.jpg
4042,91249,91249,2494398,52,038072801X,9.78038072802e+12,Beverly Cleary,1984.0,Ramona Forever,"Ramona Forever (Ramona, #7)",,4.05,26685,28091,371,366,976,6410,9563,10776,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4043,5508,5508,318156,12,140369260,9.78014036927e+12,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992.0,Anne Frank: Beyond the Diary - A Photographic Remembrance,Anne Frank: Beyond the Diary - A Photographic Remembrance,,4.25,22725,22852,181,499,720,3250,6564,11819,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4044,395962,395962,848910,34,765345048,9.78076534504e+12,Jacqueline Carey,2002.0,Kushiel's Chosen,"Kushiel's Chosen (Phèdre's Trilogy, #2)",en-US,4.31,28621,30505,829,296,807,3925,9665,15812,https://images.gr-assets.com/books/1395020871m/395962.jpg,https://images.gr-assets.com/books/1395020871s/395962.jpg
4045,22874559,22874559,42438620,8,8129135728,9.78812913573e+12,Chetan Bhagat,2014.0,Half Girlfriend,Half Girlfriend,en-CA,3.16,22082,27146,2067,3207,5052,7855,6343,4689,https://images.gr-assets.com/books/1407223058m/22874559.jpg,https://images.gr-assets.com/books/1407223058s/22874559.jpg
4046,233691,233691,2547429,7,836218310,9.78083621831e+12,Gary Larson,1984.0,The Far Side Gallery 3,The Far Side Gallery 3,,4.45,24199,24310,95,102,279,2602,6971,14356,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4047,52397,52397,59258,33,446675504,9.7804466755e+12,Octavia E. Butler,1993.0,"Parable of the Sower (Earthseed, #1)","Parable of the Sower (Earthseed, #1)",eng,4.14,25577,28283,2689,346,1013,4698,10578,11648,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4048,11872242,11872242,16829865,47,1846057914,9.78184605792e+12,"James Patterson, Maxine Paetro",2012.0,11th hour,"11th Hour (Women's Murder Club, #11)",eng,4.02,22697,29552,1792,163,979,6872,11771,9767,https://images.gr-assets.com/books/1328409443m/11872242.jpg,https://images.gr-assets.com/books/1328409443s/11872242.jpg
4049,13151129,13151129,18329141,19,765329042,9.78076532904e+12,"Orson Scott Card, Aaron Johnston",2012.0,"Earth Unaware (The First Formic War, #1) ","Earth Unaware (The First Formic War, #1)",en-US,3.91,27961,29693,1214,1429,1471,5731,10678,10384,https://images.gr-assets.com/books/1327948408m/13151129.jpg,https://images.gr-assets.com/books/1327948408s/13151129.jpg
4050,687278,687278,2464740,48,1570623449,9.78157062345e+12,Pema Chödrön,1996.0,When Things Fall Apart: Heart Advice for Difficult Times,When Things Fall Apart: Heart Advice for Difficult Times,,4.29,20761,23012,1315,339,652,2891,7237,11893,https://images.gr-assets.com/books/1320553046m/687278.jpg,https://images.gr-assets.com/books/1320553046s/687278.jpg
4051,9999107,9999107,14894050,38,312658656,9.78031265866e+12,Daisy Goodwin,2010.0,My Last Duchess,The American Heiress,eng,3.41,23992,28874,3901,810,3518,11240,9569,3737,https://images.gr-assets.com/books/1307342832m/9999107.jpg,https://images.gr-assets.com/books/1307342832s/9999107.jpg
4052,659612,659612,3311896,62,671729489,9.78067172949e+12,V.C. Andrews,1984.0,Seeds of Yesterday,"Seeds of Yesterday (Dollanganger, #4)",en-US,3.81,27307,29465,610,543,2413,8338,8977,9194,https://images.gr-assets.com/books/1321685100m/659612.jpg,https://images.gr-assets.com/books/1321685100s/659612.jpg
4053,140131,140131,135094,4,736423125,9.78073642312e+12,"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",1948.0,Three Little Pigs (Little Golden Book),The Three Little Pigs (Disney Classic),,4.19,25466,25545,136,354,1126,5095,5601,13369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4054,60431,60431,58792,1,810933519,9.78081093351e+12,Andy Goldsworthy,1990.0,Andy Goldsworthy: A Collaboration with Nature,Andy Goldsworthy: A Collaboration with Nature,,3.95,20745,20745,105,1378,1383,3470,5096,9418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4055,608287,608287,1033961,37,60975776,9.78006097578e+12,Denis Johnson,1992.0,Jesus' Son: Stories,Jesus' Son,eng,4.15,20120,22546,1651,362,959,3507,7746,9972,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4056,13573622,13573622,19154615,27,141659521X,9.78141659521e+12,Vince Flynn,2012.0,The Last Man,"The Last Man (Mitch Rapp, #13)",en-US,4.34,21240,25127,1303,123,397,2930,9103,12574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4057,9503,9503,1223399,64,034546401X,9.78034546402e+12,Amy Tan,2005.0,Saving Fish from Drowning: A Novel,Saving Fish from Drowning,eng,3.41,24579,26060,2586,1247,3379,8927,8374,4133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4058,13547381,13547381,19112521,28,1439164681,9.78143916469e+12,Lisa Genova,2012.0,Love Anthony,Love Anthony,eng,3.94,22838,25772,3736,292,1335,5892,10348,7905,https://images.gr-assets.com/books/1339757265m/13547381.jpg,https://images.gr-assets.com/books/1339757265s/13547381.jpg
4059,641604,641604,155235,46,159184021X,9.78159184021e+12,Seth Godin,2003.0,Purple Cow: Transform Your Business by Being Remarkable,Purple Cow: Transform Your Business by Being Remarkable,eng,3.78,25230,26362,862,1247,1953,6239,8792,8131,https://images.gr-assets.com/books/1309203098m/641604.jpg,https://images.gr-assets.com/books/1309203098s/641604.jpg
4060,16131489,16131489,27238158,56,399162437,9.78039916244e+12,Rick Yancey,2016.0,The Last Star,"The Last Star (The 5th Wave, #3)",eng,3.64,30324,36016,5377,1076,3951,10593,11769,8627,https://images.gr-assets.com/books/1444237685m/16131489.jpg,https://images.gr-assets.com/books/1444237685s/16131489.jpg
4061,744615,744615,730764,24,1932664491,9.78193266449e+12,"Bryan Lee O'Malley, Steve Buccellato",2007.0,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together","Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",,4.32,27532,28873,808,137,463,3629,10445,14199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4062,426825,426825,69653,48,055327094X,9.78055327094e+12,Leon Uris,1970.0,QB VII,QB VII,eng,4.17,24396,25082,321,138,619,4520,9339,10466,https://images.gr-assets.com/books/1359742726m/426825.jpg,https://images.gr-assets.com/books/1359742726s/426825.jpg
4063,24876258,24876258,24239884,19,451466802,9.78045146681e+12,Jim Butcher,2015.0,The Aeronaut's Windlass ,"The Aeronaut's Windlass (The Cinder Spires, #1)",eng,4.18,20845,25887,3252,306,863,3593,10293,10832,https://images.gr-assets.com/books/1425415066m/24876258.jpg,https://images.gr-assets.com/books/1425415066s/24876258.jpg
4064,23529,23529,191464,37,861661419,9.78086166141e+12,"Alan Moore, Eddie Campbell, Pete Mullins",1999.0,From Hell,From Hell,eng,4.16,23971,26658,1246,397,1186,4184,8876,12015,https://images.gr-assets.com/books/1327894621m/23529.jpg,https://images.gr-assets.com/books/1327894621s/23529.jpg
4065,86321,86321,1587685,67,739453823,9.78073945383e+12,Nora Roberts,2005.0,Black Rose,"Black Rose (In the Garden, #2)",eng,4.03,29058,31458,728,180,1229,7135,11681,11233,https://images.gr-assets.com/books/1298119100m/86321.jpg,https://images.gr-assets.com/books/1298119100s/86321.jpg
4066,65910,65910,553563,39,553587692,9.78055358769e+12,Lisa Gardner,1997.0,The Perfect Husband,"The Perfect Husband (Quincy & Rainie, #1)",eng,4.01,26578,29902,1209,464,1284,6266,11450,10438,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4067,113310,113310,268923,102,345366239,9.78034536624e+12,Katherine Neville,1988.0,The Eight,The Eight (The Eight #1),eng,3.92,22928,27460,2199,762,1913,5690,9488,9607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4068,1499952,1499952,1710545,352,,,Jean Webster,1912.0,Daddy-Long-Legs       ,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",eng,4.09,20889,28710,2796,363,1090,5527,10283,11447,https://images.gr-assets.com/books/1339593021m/1499952.jpg,https://images.gr-assets.com/books/1339593021s/1499952.jpg
4069,161887,161887,2079577,26,152052216,9.78015205222e+12,Edith Pattou,2003.0,East,East,en-US,4.14,30596,32563,1966,435,1332,5793,10588,14415,https://images.gr-assets.com/books/1277997811m/161887.jpg,https://images.gr-assets.com/books/1277997811s/161887.jpg
4070,127584,127584,2000164,73,345335082,9.78034533508e+12,Anne McCaffrey,1971.0,Dragonquest,"Dragonquest (Pern, #2)",en-US,4.09,31971,34688,604,127,987,7335,13438,12801,https://images.gr-assets.com/books/1307994633m/127584.jpg,https://images.gr-assets.com/books/1307994633s/127584.jpg
4071,357636,357636,848942,156,393301583,9.78039330159e+12,"Sigmund Freud, James Strachey, Peter Gay",1930.0,Das Unbehagen in der Kultur,Civilization and Its Discontents,en-US,3.76,21447,24217,700,816,2057,6382,7918,7044,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4072,12394068,12394068,17375206,88,1444737090,9.7814447371e+12,James Bowen,2012.0,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,eng,3.96,17971,27131,3539,483,1507,5973,9814,9354,https://images.gr-assets.com/books/1331779332m/12394068.jpg,https://images.gr-assets.com/books/1331779332s/12394068.jpg
4073,17411703,17411703,23680376,32,345545850,9.78034554586e+12,J. Kenner,2013.0,Complete Me,"Complete Me (Stark Trilogy, #3)",eng,4.23,32212,36155,1570,307,1244,5470,12116,17018,https://images.gr-assets.com/books/1363420378m/17411703.jpg,https://images.gr-assets.com/books/1363420378s/17411703.jpg
4074,19288321,19288321,26474462,29,553392425,9.78055339242e+12,Robin Hobb,2014.0,Fool's Assassin,"Fool's Assassin (The Fitz and the Fool, #1)",eng,4.35,15601,26014,2030,244,571,2645,8842,13712,https://images.gr-assets.com/books/1393886110m/19288321.jpg,https://images.gr-assets.com/books/1393886110s/19288321.jpg
4075,31979,31979,154982,21,785115315,9.78078511531e+12,"Joss Whedon, John Cassaday",2004.0,"Astonishing X-Men, Volume 1: Gifted","Astonishing X-Men, Volume 1: Gifted",eng,4.17,22373,22949,532,405,730,3667,7949,10198,https://images.gr-assets.com/books/1500464817m/31979.jpg,https://images.gr-assets.com/books/1500464817s/31979.jpg
4076,5152561,5152561,5219564,36,006121471X,9.78006121471e+12,Melissa Marr,2009.0,Fragile Eternity,"Fragile Eternity (Wicked Lovely, #3)",en-US,3.83,37303,38998,1839,797,2965,10444,12617,12175,https://images.gr-assets.com/books/1327813714m/5152561.jpg,https://images.gr-assets.com/books/1327813714s/5152561.jpg
4077,11227041,11227041,16152936,17,,,Kristen Ashley,2011.0,The Gamble,"The Gamble (Colorado Mountain, #1)",en-GB,4.29,42242,45047,3132,748,1211,5093,15053,22942,https://images.gr-assets.com/books/1327890208m/11227041.jpg,https://images.gr-assets.com/books/1327890208s/11227041.jpg
4078,32628,32628,942597,44,006093316X,9.78006093317e+12,Clive Barker,1989.0,The Great and Secret Show,The Great and Secret Show (Book of the Art #1),eng,4.05,23328,25025,546,399,1112,4958,8897,9659,https://images.gr-assets.com/books/1407710558m/32628.jpg,https://images.gr-assets.com/books/1407710558s/32628.jpg
4079,29,29,2170063,28,380715430,9.78038071544e+12,Bill Bryson,1990.0,The Mother Tongue: English and How It Got That Way,The Mother Tongue: English and How It Got That Way,en-US,3.95,24133,26951,1993,333,1280,6050,10985,8303,https://images.gr-assets.com/books/1388209925m/29.jpg,https://images.gr-assets.com/books/1388209925s/29.jpg
4080,1918305,1918305,3344773,34,446580260,9.78044658027e+12,Eric    Weiner,2008.0,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,en-US,3.83,23023,25025,3099,439,1553,6370,10237,6426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4081,231,231,1005335,53,312424442,9.78031242444e+12,Tom Wolfe,2004.0,,I am Charlotte Simmons,en-US,3.4,19293,21580,1891,1481,2886,6557,6890,3766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4082,25564665,25564665,44707128,35,151166066X,9.78151166066e+12,Elle Kennedy,2015.0,The Mistake,"The Mistake (Off-Campus, #2)",eng,4.15,37148,43538,4083,295,1242,7194,17848,16959,https://images.gr-assets.com/books/1447598937m/25564665.jpg,https://images.gr-assets.com/books/1447598937s/25564665.jpg
4083,73089,73089,2617385,51,60734566,9.78006073456e+12,Susan Elizabeth Phillips,2005.0,Match Me If You Can,"Match Me If You Can (Chicago Stars, #6)",eng,4.13,33805,35692,1458,317,1120,6368,13587,14300,https://images.gr-assets.com/books/1327154923m/73089.jpg,https://images.gr-assets.com/books/1327154923s/73089.jpg
4084,59830,59830,3153342,75,749932821,9.78074993282e+12,Nora Roberts,2001.0,"Heaven and Earth (Three Sisters Island, #2)","Heaven and Earth (Three Sisters Island, #2)",eng,4.13,28103,31458,788,142,922,6184,11519,12691,https://images.gr-assets.com/books/1345222134m/59830.jpg,https://images.gr-assets.com/books/1345222134s/59830.jpg
